#NAME	C3001	C3017	C3022	C3023	C3030	H4004	H4006	H4007	H4008	H4009	H4014	H4015	H4016	H4017	H4018	H4022	H4023	H4038	H4043	H4045	M2008	M2025	M2027	M2028	M2034	M2041	M2042	M2060	M2061	M2075	M2084	P6005	P6016	P6028	P6033
79.956__47.16	5669384.13518	3963508.16352	685803.30782	531746.78209	826146.7695	7657260.98781	7886731.79549	1593750.2632	11903446.02876	4894475.63923	5560154.48035	1225120.23775	4646507.13045	13298858.01817	16917288.12846	2024748.22957	6609447.16643	3426431.40079	2518308.69257	388610.02294	9198287.92655	931045.68402	860180.42312	1897837.45473	4631908.0986	776696.39652	1305155.27445	6020122.60674	158448.64091	848461.72686	95856.28136	1134885.35698	1950504.10828	114839.30483	5261823.65821
81.0331__46.7	7689927.07292	2256143.23114	342745.61023	609020.44361	0	4218468.4887	2053619.75391	276129.98768	369511.65197	6520238.02574	6835885.02373	872853.78346	271781.14906	21601.22193	15133.4178	2541778.49986	5187847.69453	1016039.26258	712769.78919	310287.46695	7095077.0152	178143.86168	619327.90264	180478.7192	90845.04157	572787.28607	1073424.34977	5100652.38972	505344.73492	162319.08634	201912.63711	414544.8562	8279533.96796	1348301.00152	914486.83026
83.0237__40.55	1466167.22907	27389306.59168	115616909.07888	352580.29194	511569.163	111232.75474	153127.85861	517480.66023	1199757.43051	158411.86376	166546.15363	415111.25502	595085.12077	152930.13343	605596.94142	718565.26569	305976.90096	622430.20694	2407380.64311	475088.89825	491507.87486	324988.20079	430401.42224	1254067.69116	2044423.47799	353408.76336	1604637.21692	82996.36229	326574.35579	521227.77659	522166.99951	357349.17984	466944.61305	384988.32451	52237.95223
84.9892__221.71	1882020.0775	684527.64508	720359.72245	1348504.58815	602170.30062	1719644.72987	304904.907	1293892.73857	1307143.03026	1614333.4798	707900.50738	2357110.03569	833439.42549	1765517.73453	709030.8948	2276546.13779	1657788.88718	1107772.66313	1659128.22281	2925026.06127	744634.22888	1573241.51174	727949.05576	1376224.25797	250091.7691	2247157.9241	900287.94723	635632.29129	368518.33845	3946315.98537	1057380.59747	1344844.32421	1286479.02335	432361.38453	1013491.61336
85.028__41.95	6510648.06242	700531.06689	3518268.01945	2869397.8668	5635749.7965	5947972.20726	8222228.3262	1401271.37629	5095249.12028	4949464.46552	12197640.57815	3140472.62061	2175740.91096	2810596.02871	3228504.61554	2165207.99835	1225536.48044	4218627.026	2023960.85279	3169700.58096	1644465.47471	8220207.83629	2543081.8987	6952384.29157	7476048.31765	2704739.34624	2633287.38978	1943454.22779	4329922.72235	3512246.21242	1891950.38505	1712292.25269	2306014.50466	10903007.54221	283760.91917
86.9924__38.04	115783.35761	2513535.13551	535295.02276	2158858.09499	1510296.50192	1212632.8902	349403.6378	845823.95049	1081322.76284	899785.56272	280319.7195	1697575.81065	4752305.34702	1772391.56236	1192949.94669	1241575.38535	2709936.70002	829178.77182	1344943.84185	1681056.55813	819299.78825	1464081.71711	1671511.05595	1229044.01918	1017723.5812	2071765.64269	3104902.48912	1737211.8363	397608.79237	908670.45856	2207976.18488	2939158.4058	5174044.22212	8281298.25873	1296958.52875
87.0437__93.72	17704024.78102	32221084.47786	4446266.33618	10134441.29068	9013695.97643	40709951.59541	54434.67988	6157188.70808	12395152.31195	12944144.14324	33005661.53804	18428949.23906	6306523.07495	36419796.09904	8020543.67419	18842629.12098	31697971.71655	4357788.70648	21257328.1311	69895395.7072	1568867.30825	35918313.42315	26740241.52789	14710664.78219	88212.02528	30496862.01181	16259627.41725	1016263.90497	22983432.11268	18223054.49714	22655820.94958	39855844.35257	5362562.1616	44096.6897	6540262.30657
87.924__25.81	1164623.78181	337583.7238	208163.02195	328340.92842	830593.48878	486526.11642	1001970.17802	359446.22153	502615.62893	263384.46075	249107.70589	423209.68183	464842.77873	556529.70301	409002.30849	860220.81716	476830.97648	513289.10743	1118745.26681	841836.31456	479379.2388	310338.84993	550094.85769	1005465.99246	478075.23274	270877.91189	950651.52914	84584.41875	547381.98239	647072.37227	440447.32648	391127.79379	308144.55104	1198135.24941	561326.03307
88.039__41.81	18474038.85718	10723308.2742	68768990.37878	7280085.63915	40750928.95022	97597118.54288	36729130.88817	11347004.57314	14309526.40566	60673276.27645	163887904.54474	17642770.79058	8562272.07038	116520486.49178	42813042.20202	9797235.23789	11356237.41428	10899717.02944	42425893.58022	51880647.88507	25789762.31144	130872093.21067	13626037.15567	14776409.07093	44972113.3824	21690465.06948	25446389.35152	11409459.14655	26915068.81811	21992741.94772	8771762.39775	12037539.74696	13387977.53991	17855217.13043	28575567.58328
88.047__93.97	557702.86254	1132430.89176	107444.77993	241301.10511	229607.48689	1326696.25936	0	172428.25349	22761.12899	180726.41505	636760.11548	584582.50683	193670.7149	1235692.08945	251445.98175	607990.32898	1019264.84056	98235.08194	703226.1685	2994647.32232	19946.34385	348343.85389	904855.09053	408710.87915	0	971401.03833	513356.23199	0	606053.28755	505296.67218	739845.88603	1348178.12914	61897.5248	0	179373.53586
89.0229__44.77	34130169.24329	15456677.75901	22972540.93468	14779646.01978	306329876.46058	96674244.86451	3686736.99435	48725186.0145	15973095.07521	56399621.81768	147623292.45698	24621729.70224	20278605.77513	30676770.04201	408779949.27313	10292628.08654	21252577.57899	15706882.74405	42966487.95627	103597991.95759	160469585.58928	77378322.83143	31173793.85941	19011077.72232	242533504.84964	49653290.25965	37209201.75821	13238990.66079	41598225.80223	46024934.58522	17242611.87899	22649038.87818	24023135.67351	147119488.76685	102896.51995
90.662__702.94	557562.8625	960810.2747	0	777581.00374	466603.88269	196006.06319	0	134798.8701	222509.41396	133781.04251	128607.67038	675003.93899	339333.12977	128613.78289	551948.43043	213288.99372	604987.48837	19211.14566	305802.83112	192613.84314	0	368067.54017	206454.74648	336425.60841	5015.92843	56295.15664	35137.69868	167447.80164	650373.56223	15574.16321	530137.91897	407509.3387	81496.14457	112760.30928	38149.75359
91.0539__221.62	75191221.87108	5500591.12908	12292927.4061	19286096.68878	8851373.18517	101999419.3029	64375.61014	27963216.89656	40173989.20983	47705744.01532	178814126.63199	103818196.24906	14425579.86457	108775752.82621	8436654.88362	82057481.17584	55079095.07854	27313869.42442	80179057.59582	178640463.12853	5116400.05846	130200107.86504	9504984.32088	48528408.88413	60280.67634	122786676.69548	31210171.49504	13263738.76028	36634152.78767	14855926.58805	19748486.66389	33743695.59595	27581378.18393	11855.79197	28660243.16501
92.0572__221.59	5524149.59077	260842.23571	823631.64114	1128833.48683	461973.48291	7105108.08038	0	1941998.81113	2805373.52173	3242771.71769	12748290.67536	8009689.16373	1002647.08926	8185757.46424	513370.35534	6163766.26048	3811267.08117	1886596.04698	5962340.09625	13982052.58597	320261.45678	9667548.16868	590490.1695	3333482.5576	0	9400060.57532	2140171.47235	862125.2519	4441969.33836	965915.82631	1421547.88089	2283084.63136	1808795.12322	0	2103479.30557
92.9267__41.39	241202.43907	2409302.33937	12341862.80907	115924.07302	43208197.51297	1229443.43968	3274668.72688	1622138.64181	321749.31787	114051.83146	2386203.814	1156773.77799	3219727.74357	11220402.61433	2424148.25768	251223.90015	1666080.45707	94903.98444	2960325.05394	6638832.67824	571260.19448	738743.71302	2000638.20427	3413975.53777	1442859.59156	411483.90179	2706774.03767	570086.92826	2736543.33025	921101.02072	737489.39783	1259829.27281	695731.44264	12008448.80197	210269.49339
93.0332__75.99	2557170.9355	13222367.89239	728594.35739	1472769.79158	3386046.95614	18902349.39051	3272986.8037	5001305.80735	1151114.2048	119820.41427	2782236.10725	690569.50414	10373501.90269	2047516.51747	14482128.95401	2357754.63816	8801999.13598	4636075.36267	3531853.42598	6010604.63301	376833.32362	5101789.51087	1750245.09842	6752852.78851	1114383.53232	1339735.97624	47525.86812	310231.6617	1224114.85909	2064236.90804	2065862.0715	17536343.31587	147172.46602	120559.73677	663241.70778
93.5528__758.21	0	378830.12137	32898.68289	0	0	1616543.36454	0	0	3144971.39617	452742.8349	2967778.09184	510925.00345	12124.42473	658833.23996	69239.84663	263356.60691	427169.30749	17046.42167	0	1331974.18573	51434.80457	951880.72131	0	1505497.97108	18137.53372	232644.76814	0	79078.77576	0	197463.73804	83752.5108	144808.76692	96357.61207	12456.16259	20062.64715
94.0284__52.96	3165846.83422	1953057.66938	5780009.58444	3328905.18098	1091394.49503	2866178.76796	115545.35102	903654.45651	5900926.90358	5750174.19942	13200953.4432	8483854.64241	2444536.56069	3336242.51772	1185113.7199	4965821.4083	3745024.77671	1601908.07949	6882059.19623	5939622.47063	1715522.62618	9587729.86786	4379610.09334	10206506.4665	2120199.12777	3483649.55488	7765775.73886	1299749.04925	7781120.05769	4320273.84904	2566625.99368	2863117.96609	5016338.27	20498.54677	29762.26195
94.9795__45.82	8056661.71302	4116403.76098	1843558.256	3798440.7478	1399377.8381	800117.635	15022745.46695	2150796.81476	3187863.06533	5331839.66464	19526187.63271	5154838.86292	2432380.53129	1545769.52071	3836309.03148	3044618.27885	2049419.47789	3656384.86927	3513770.271	1313931.18913	1275092.89607	1266616.03385	3492939.72135	2025867.61126	14045329.64166	2356405.66089	3301358.29739	743389.9246	539055.36938	2351339.90242	3409841.93966	1917491.87967	2992459.61497	15069996.23564	1787527.55864
96.9589__46.27	120072437.54442	34953913.19381	1198773.51339	1846588.63885	63535180.17327	36685001.76883	1948558.10927	110664549.8619	462379256.26495	3113885.03104	2704248.75059	610738845.28395	255006641.20633	318204003.23769	143556713.37276	254998.13558	78332607.65246	293009031.47656	291632769.76305	3622183.80664	1606412721.11275	404523939.85776	104883617.65083	462666371.92959	223552323.24163	3793138.31772	111344738.06793	2897391.14864	2022103.09052	169345750.82261	1912211.22242	1603535.74965	289510.04842	11149716.35811	1468510442.65411
97.9466__625.01	389237.47549	166881.56641	490367.35543	303623.46821	0	371561.87103	0	580510.93892	421984.5359	328268.48312	407076.81054	456482.79557	308180.78027	305898.07962	275001.41033	404918.49301	261328.8463	426081.24213	307855.48476	396597.2159	136479.36526	306568.67662	425490.88575	402379.11239	346290.94384	352121.8363	440989.46163	356285.39633	441510.35893	427560.76474	417090.76622	341696.679	407349.63659	0	132772.59223
98.0168__44.01	0	322300.82181	958409.07952	1285208.40709	195941.40987	2278649.95655	833833.55055	1878938.24072	2793736.93979	1103790.00552	1186483.15388	1682245.82239	102189.26624	3043985.2987	2250383.45524	1316425.33591	1144816.09697	0	1935682.60896	2699501.58398	379071.37601	2756500.00205	0	383308.24101	3414730.99991	0	306707.80775	0	2217859.29709	1348044.34777	1066099.89576	1263600.53301	337162.82499	0	140019.97822
99.0073__44.71	2051706.85089	55313200.0418	3839512.25366	1552489.62743	199489517.349	34788623.43591	49475700.12784	57869630.30621	2806872.11427	7532202.12341	9231878.27975	2382635.96832	1060706.09301	74417178.10684	30090134.20203	2045003.37454	18804467.58203	1402964.46464	13252197.32868	2415107.48766	1919619.91634	18996558.1087	2630309.95712	2822525.93444	42666838.70288	1328639.80573	3193626.80148	1014240.6807	4668023.48327	9797683.76162	3602997.64129	16208316.08108	4647342.25327	126897.95427	8137071.15452
99.0074__92.05	1082636.84756	3337479.39584	1798779.46346	1599319.37853	11455585.53377	5175468.55154	1261064.40096	3518674.06826	2661772.2456	4021016.50036	10195775.94155	2466296.67317	716704.1466	18653127.54658	2427253.15079	808102.71943	6993266.10767	744506.10788	15545279.22906	1167370.70797	858777.94688	5863916.12683	1937833.80164	4029911.22823	2023931.19189	1187564.45919	3167334.64923	464692.24961	3867884.43115	5193436.84275	1280753.40778	6289908.52353	9745155.00832	366914.66577	710913.16872
99.0438__55.08	7232403.58221	1089712.19053	3500061.61455	997780.47682	528756.26512	9097458.80748	259211.23055	1566028.23547	8899008.60148	4468694.38432	7425095.46447	4715248.83282	2414664.51236	2993687.81878	1407090.7555	3635300.623	1832309.77834	1736355.02709	4561952.81281	4697231.83528	862308.7216	6462174.99476	2988649.06792	3676122.68316	2742561.26581	2123447.79333	1489987.22037	1061791.84846	3638221.2777	13653954.57977	2912803.07255	2257113.42712	6834961.62083	0	140279.64873
99.9244__890.88	2809679.2433	31299932.35659	22886576.22883	23956416.26362	42392310.3722	6674610.39186	7016701.10353	11212351.42143	30832540.13194	28868668.25403	29066526.20787	24679881.25642	17526485.85916	2257684.29554	23623722.04345	106388750.33304	17576952.16894	4035536.94788	1054118.93662	37723374.24254	10886243.205	18668459.19028	20733995.66782	14358740.10927	13067388.24829	20105780.00141	14364044.71479	20329676.10436	10668489.86272	30121590.16962	30228180.07942	24177826.45251	26560997.6856	778944.40483	2334822.55368
100.0027__32.56	1475750.74424	753287.60179	2186404.1401	1552426.44276	72504.97429	955390.40413	1493795.18052	711929.60754	79062.01668	1926310.22779	468789.79619	2385128.29087	772828.44539	1596258.94368	1127628.28996	1138495.5384	3055285.65723	3972338.71004	1662810.65049	1847587.79271	203558.77455	882279.06738	1311518.55756	1743456.06062	946542.96098	1500725.95042	1511548.30384	826677.77915	6154768.6394	1801363.80289	985159.35376	2393162.41867	1166586.27698	971661.53635	196488.6079
101.0081__35.63	345987.1531	284078.4012	350497.62745	292926.90905	130086.87216	243573.57327	291119.01218	7154287.72498	17067825.08407	372951.09657	116004.59289	9480668.06575	7608675.11211	139123.30376	19539692.7571	8311283.05349	5762387.75861	14417787.82096	71056.56306	11238313.13172	5379900.51197	138958.03759	215873.74961	102252.39273	187467.40556	10782222.01739	337166.74074	105012.60982	65778.17811	394568.81146	91776.66562	290579.27975	8162375.59891	6099616.63184	108928.36633
101.0595__164.2	23902747.78537	2512158.45598	4844590.8277	9797253.35982	2605349.56426	39598964.86499	51755.17753	7977115.64207	15953308.76706	16581632.90747	73063130.82634	16118580.16164	19432420.23873	58861707.90222	6032046.4894	31177584.98515	17993504.09201	5042137.24718	13671592.89247	52741116.94264	1950947.18509	70139834.42861	2156176.32781	13099419.71617	49111.06659	41466290.66019	10208092.23114	2155417.0064	28802079.19919	8463810.98649	7421628.71683	8773535.56617	10956446.37661	25596.15611	11940701.94179
102.0547__42.21	8530247.06813	3107986.03484	42717943.68235	10898658.73077	30268371.83178	41588226.03189	18846810.60085	8379661.38444	8110767.7627	23200689.01819	76128084.30166	8009249.27714	8156031.74219	33811837.75036	28927648.32732	4335182.39125	5524037.37368	10519223.68324	32352174.40565	24289326.47692	15068659.16701	40960806.49688	6830390.3339	7802405.93229	23510662.18712	8264317.08941	19272669.08036	6043296.21714	20756529.24824	34144369.30874	9280930.70999	7936889.32064	5998589.45373	5619970.95087	20664277.73641
102.0628__164.2	1030868.92312	71168.78835	186136.4584	679029.36314	63386.36175	1790293.62625	0	326296.81921	663158.4942	741232.97438	3129279.3319	709540.70639	577465.10037	2848767.10156	228277.54106	1414316.4973	798211.72737	197695.43625	754561.30683	2485160.84646	71772.36168	1429377.39346	523387.19607	542684.14206	124689.45001	1862801.21457	425894.88951	25854.34125	1283285.27279	308775.83407	315686.31324	370449.78398	456572.66887	0	508691.35891
102.9556__35.81	290299.55983	6526536.5077	1429088.74106	4636663.79453	2987546.37184	2375054.30397	865681.14502	1720460.58247	2274337.90672	2710769.18512	27628.74757	3126999.6391	760583.37069	2649152.26534	3300055.2368	3330341.91019	5066237.31072	1490803.77624	2186269.42017	4179923.31331	1696907.13514	2993071.52018	3037664.65831	2553008.25396	1807855.57842	5223153.06795	4700493.26395	3650025.14789	930682.50324	2008302.67374	5074365.48213	5099072.40022	1306728.8639	9446481.92577	2230858.51196
103.0388__46.34	8679017.47753	16480841.26102	1251060.22016	6497996.40369	36587706.51208	25879169.13488	113430556.0529	102570.74111	7941043.5071	13565398.80359	71561435.96187	12720542.00649	12251572.86366	12134288.28732	81455462.31988	4046062.75753	7958681.38834	13261928.54281	843537.15032	17778770.36537	377603.82428	43403862.16071	33106321.05037	9287456.02718	19057279.33771	8865116.38989	16604923.69168	1130432.258	26771971.16021	7950411.55655	5107769.6649	22560295.85794	7245489.04828	16433145.92533	607592.02921
103.919__30.4	1539156.17728	1054873.69955	1090789.23103	1250123.73937	243955.62481	1185341.13762	1031156.93577	148864.77751	998115.6266	903590.39317	815560.53248	253153.93279	1393543.21046	1535952.58764	713391.56751	931947.468	1559811.81776	1608923.21852	1849298.72683	1014835.58235	126022.00332	1002872.98469	283555.08834	1198103.33989	1161160.67246	869252.02531	145338.36263	1750440.53757	1374160.87732	175278.49836	950843.25989	389407.03241	107811.61133	1871646.55488	2152394.75613
104.034__41.99	4915823.48554	1828540.21534	51278391.86905	811653.7589	6431563.57547	47615879.67142	8588571.50893	2698652.76235	11885042.75783	45720685.67635	52788005.9296	6069213.40145	1858713.744	105988049.01368	7230565.95725	5247919.88859	2482735.99558	4016958.08759	20191173.66963	7797924.33181	30318702.95853	57022784.06715	1711795.70419	5912793.35653	1541980.81921	17347210.99924	6239760.62593	9373352.43013	6871963.45501	3593685.307	2506701.63026	3554246.69443	6164355.37747	7920978.99472	1444140.13498
104.9849__40.66	5491764.31801	3535984.13691	11607684.91248	4500736.67771	4589268.7761	6436755.8392	5147585.56712	468603.2517	4571326.39255	11910943.93271	13920283.35735	647924.44111	4667723.27952	5815883.5521	3250179.40552	1896829.40625	1877248.56432	3498142.01082	851193.7377	3254033.42381	1363765.62505	8448095.48989	14825565.76523	1369153.06503	5278425.88516	1665509.35269	2322933.29303	2189121.47798	122339.00642	3375344.54985	765589.44195	4890897.60467	1173053.79176	16669657.1166	214581.39902
107.0488__40.67	918302.20102	595135.64946	163706.43229	753362.75653	87045.37371	466123.70306	688595.76575	646231.79752	1650442.46339	1740974.37008	4035155.11064	194381.15563	400565.07498	261782.83883	29804144.0647	347956.23474	655916.63347	431998.64922	1220267.43449	546990.1142	392860.83563	443561.59605	187677.40541	512460.97691	200709.77499	1308835.29513	641499.72997	895785.94116	902006.33823	178229.09781	586866.7477	844384.82283	898074.22444	201621333.74837	1354113.45908
107.0489__123.08	3628335.9356	269895.7421	390578.15662	2163255.50463	216577.26645	7693175.37946	448394.94483	1080952.31602	1186886.55459	4927473.23246	35960656.186	2028322.55398	2247081.39467	2145239.46587	1216265.16344	1020055.43293	3392975.8274	2407814.93878	2279178.0286	68377822.10816	276381.99	12062510.18008	1764266.1957	45591250.91503	76097.72563	5972667.86301	642718.17489	29125.30227	557794.95087	87460.14294	4373110.64727	4383035.4194	2145893.66902	26740.41388	809012.90913
107.049__77.95	12172135.79034	34737103.61242	1733034.07716	15637190.8939	14458156.49603	413940645.79578	3563216.96037	4578331.37681	3059312.91806	4545007.4267	4781609.91129	2828064.37032	45717257.06188	4465183.46252	31256548.42733	3482695.22172	32497432.23031	76809664.21289	12120729.86066	8364401.70506	565573.68062	62398915.89681	8695740.97326	5807435.75343	3843258.56967	7645316.93318	4511776.6191	997551.41479	3808208.11213	15775747.33932	8457944.29116	60679045.48884	2573337.47037	168335.58393	11040737.10005
108.0191__44.27	1158730.04029	30860262.55673	6321324.8564	3889434.41573	6059831.60026	4852662.39539	2940348.04958	1885389.79037	325949.42949	8018897.7775	17940918.36013	4596793.90144	2618687.88889	5543532.80357	838843.01899	119646.6854	835430.53477	672489.85773	10375151.0543	2716698.02609	143572.11729	15747195.32123	466789.04174	5419010.97485	20752.22823	2013954.76373	12169828.97193	344402.08059	5961937.51104	8981255.87498	2421064.76418	3367831.77302	97085.30872	64955469.46054	43383790.83104
108.0442__44.71	19853902.85274	980846651.16487	7140012.46352	3426084.47415	8786351.25799	9263964.88175	199187.23181	2873775.02929	14021575.22321	21580748.46666	16483715.42881	8078660.68988	4514769.39858	6637932.94495	4153101.6356	15310215.91209	8916136.45238	6367856.51433	12210728.41724	9887390.87567	3866328.49689	19213499.08922	7825830.41395	15767647.19733	2009328.14102	11104326.23534	11636593.07937	8048556.89378	21024117.46199	8495135.74513	8181965.82133	13567769.07638	24582252.71708	1464691002.70771	555734170.79213
108.0521__90.46	4279021.86483	1776713.68609	1150869.73716	1892491.15389	442864.9094	19226433.39999	0	933079.60875	148326.05378	70034.70661	3512410.21827	4766314.40636	8897018.17862	0	2245207.56247	2800685.75852	2064838.33856	1430989.22408	7367061.62635	7760441.2443	173118.15701	5956501.56219	1273949.32143	3228574.27037	0	592002.92326	5518050.40177	0	3428654.2533	863180.66762	11885878.9436	36335541.69381	2383351.74877	0	15171415.23018
109.0031__960.86	62559081.92772	77972803.21189	42757195.98622	24932299.12642	105188142.64055	47972814.85462	30024967.26179	16291261.83577	29409956.86865	157107268.98279	105001646.66741	77880317.64468	54829613.25594	116681921.85283	39144771.23376	71677523.51786	103320013.40487	34322138.33729	24123627.04384	127449760.93702	2901341.78125	40159619.32986	37721735.14673	20189569.42831	36145434.00799	45597044.94919	52163280.01155	71393442.3787	70702122.50223	13638012.31804	68002436.08871	265663.71014	996269.01515	25693514.82748	64830210.51212
109.0145__45.16	7018868.10039	20736104.78819	1770743.87507	2554299.50766	1985261.31598	2930739.03738	81143.15342	6837446.99458	7027961.3944	5111344.49616	11853668.41585	2561659.9267	7437025.89047	11775.97727	1286058.89574	3127010.88752	13032857.80877	748574.88501	3619061.16859	4037286.04912	1514891.54653	6855926.13828	2982302.56144	8358186.84387	3047936.83731	6987372.53866	3515189.43419	4438628.65417	6387569.75554	11588574.19196	2436290.87117	18917166.92938	405073.29616	42355381.88739	22958445.15635
109.0283__91.92	7545678.1149	42724660.09919	1464660.48093	9965773.55076	4544999.22876	12599021.74668	405981.67508	1835517.71573	3452424.22095	5347702.32428	31139682.5978	6390729.60984	11339754.69204	2262350.40128	3850119.42518	10356516.09259	36213499.76419	12600922.42756	13040626.76057	26160960.25267	648573.4753	17043445.74958	30332349.07826	16033512.42785	592621.13415	13948431.88278	23846668.09796	419697.51536	8417565.21263	7555354.03049	17435005.76687	48720584.31873	5750687.30267	735058.7808	3317931.00682
109.0395__44.51	4029965.22195	50765021.61993	1110070.33312	1157750.43893	474977.77708	2258790.13085	331879.67103	1288957.502	2609848.4782	25701.46046	1637561.79628	2250427.82051	794306.31805	2389827.87646	557818.73459	1280787.49032	213063.61158	843221.48164	2670707.4172	2958874.32332	412477.98134	398608.15961	1096786.84231	3602758.29426	637498.49079	2901180.81273	1577963.86281	4315113.16411	1615159.06528	369809.13712	934797.20769	1468435.85195	2321878.31513	79730135.07524	33143338.78283
110.0236__43.16	3544727.89243	3938080.06988	2150504.29911	642331.07145	3615027.20296	5838190.01023	4272260.07201	704937.94194	3742070.91154	3353078.75618	5636365.3618	1003829.29945	918790.17282	2346821.97762	689200.24833	1469458.66809	4505565.08132	1161092.74866	1403331.05827	2109467.25449	724516.04245	1554481.53075	1809881.29395	1033872.27459	4125363.92979	1254284.57043	449789.61697	2745614.30605	1969159.883	1929704.73171	1848445.75762	1325370.99886	3238311.91124	2449842.12226	1642929.68294
110.9746__44.84	841499.19267	1462246.81158	68247031.26148	3225477.80021	4544419.28994	45637441.29779	8965208.88534	9714191.99739	2435954.92629	3274270.94218	2212277.01896	22361315.93953	1807995.38234	49718934.72126	16736646.05554	1170016.76386	6342782.63132	2934537.37325	1470845.29922	882963.70717	682813.497	2124746.63706	1476133.18486	30573242.89552	15598986.20697	35704531.48354	437712.06033	14052880.67105	2953514.46246	1405450.82178	15562085.26558	21156944.06719	2840857.9058	8602973.1023	3146491.63434
111.0439__44.87	6867997.5215	279305.9837	3697461.14584	1301346.63099	259436.16477	944653.0113	61362.29301	496866.6071	2850491.77293	3514125.80878	5550253.01127	1435122.67611	962059.94688	137597.77817	130322.04035	1900988.96574	480855.92643	2047526.08991	215601.22608	3000597.86226	1760805.01592	3989425.39207	3929669.08136	2869039.89503	65194.74711	6292991.86416	1931392.96161	3649072.93163	5391262.51251	2618580.5232	2043332.26016	1492694.17578	3090004.01836	390899.51983	102510.33479
111.0803__116.04	4259175.5824	1228185.79212	4493676.24656	1417419.32484	1471334.38144	2413104.80165	1204837.55853	1231186.37611	1855088.67105	2735179.65831	3102179.61366	1800822.2664	776160.71529	821548.78168	1633227.36554	2022711.75664	2580988.39664	1379296.70248	1645425.21099	2960815.49217	378050.31485	4620040.70333	4510163.9842	2585050.77918	385793.49587	2484789.85382	6561972.58362	2993087.06404	13429364.6361	4319007.34027	926027.6103	1280524.91752	2468435.74849	577861.63911	868459.55143
112.014__22.33	1171998.4492	712490.4779	804072.35549	320584.5983	113983.49526	556946.67306	126558401.74541	259153.27126	209511.87845	513405.28257	5960239.8488	884152.26331	303889.27978	55999.96916	156407.98298	65334.46544	90091.46063	367930.6342	690259.65951	247269.58907	168004.21397	158442.73223	974776.97315	393754.68283	12982268.30071	178401.33604	405290.54415	94332.55618	548836.9133	260144.91917	481541.99828	133888.0728	533064.09358	166295.10147	523150.40947
112.0393__43.7	2536990.79738	7669454.9756	1935478.43891	514001.71197	1740753.20463	65966312.36547	3201452.35695	1397781.11219	394724.86756	1588322.96031	7509805.09395	2014302.50975	1448477.33097	1606481.04148	1112612.25731	2534868.96019	6323797.63321	1079777.21121	1823033.69623	659509.35303	552359.42488	1517856.86013	1866543.70998	3714075.96309	13993688.58246	3465662.99451	2727806.14869	2828818.48862	1950888.45667	2341830.48367	2096541.5073	1894874.98612	2206086.02053	1783598.86928	552041.37262
112.9845__40.21	16812901.25244	42263366.10566	5240441.53663	63534847.67386	25135130.6965	67873882.45043	9208333.13092	40534645.37024	51339790.99323	26289964.26087	6594755.62315	44000929.2835	849457.25974	7921333.99997	100713736.32682	22934377.72652	51638606.274	13435985.10673	202515.00311	58567851.78138	12920932.11117	23022059.68939	144065054.77842	40909892.78908	23569577.56019	47740720.03095	46105332.14217	26722964.02339	72735088.16549	77726298.71001	15945762.53437	54861440.34274	7406816.00465	6239368.91982	4145903.96592
114.0186__41.79	6359857.23608	659646.97365	17905744.3125	1072215.14008	840730.00047	17091164.68896	23841694.59442	6099169.27672	6600980.08691	26638367.23052	3151090.34325	5450844.78313	1039914.70397	30341816.56595	2359054.26121	6587947.64375	7426467.03806	2889487.13602	6204401.63124	567301.08713	2014120.88692	2264185.11301	3860666.27808	6809430.2843	55408060.64155	9323778.5527	9332470.67063	6064966.63457	1242200.00392	7210563.71765	4335559.88968	934341.37346	7912914.3734	15102733.10463	677649.7723
114.9328__847.19	9572522.46119	34943378.08198	8264985.45679	10645694.22031	9755888.28113	9534047.76873	6035272.17962	7016361.0345	12530880.47243	21043557.27349	15076753.25845	22724518.34078	11172915.63116	3215003.3424	19576205.5329	9099945.3061	6316947.44421	2250026.38352	1000325.63352	6210021.73764	6248528.95972	9775556.68835	6409761.88595	3989800.79676	2706300.4678	8409761.02063	14496693.81671	7600524.95905	17156813.96649	13971596.47374	13986944.56926	11575301.41862	7993576.21215	1008834.26749	2626521.65484
114.9328__889.73	4106869.46217	44297580.53843	15256214.36925	217752.63006	15735354.51023	10130118.7642	3910578.34398	7352582.3116	17539363.69297	36976268.75941	16908688.67966	14729757.8412	8383443.54522	1086390.92589	14790347.98765	10908592.71942	33150774.34114	2282231.93795	549157.45604	40328572.89557	6718137.35808	8707929.71221	7578601.55618	9288888.81106	7557235.12324	13363130.6098	21520699.38793	14530887.2127	7257821.22766	10902546.86731	16151241.7423	16376010.36931	27559968.51283	408977.27027	1442228.67023
114.9875__34.61	2257299.75644	723785.18492	7947448.26977	31256939.70866	22324833.9342	18608822.27049	6266823.61008	11151351.52355	15184070.93799	12634098.65439	4201900.97703	24728530.38308	5749451.32363	26008385.07362	15306701.92613	17026627.61297	38332922.09122	13794805.06099	18706062.25237	24931895.25968	12828465.23409	23313422.94868	26433884.13236	18594041.85616	15789932.57844	27118792.43457	43443960.02677	23736336.9925	6038230.17471	12281454.96364	30713052.55442	39992218.8404	8622819.08255	2022200.9959	19948773.68933
