#NAME	C3001	C3017	C3022	C3023	C3030	H4004	H4006	H4007	H4008	H4009	H4014	H4015	H4016	H4017	H4018	H4022	H4023	H4038	H4043	H4045	M2008	M2025	M2027	M2028	M2034	M2041	M2042	M2060	M2061	M2075	M2084	P6005	P6016	P6028	P6033
369.1787__56.63	3017807.75536	116271.22932	1531570.52014	846567.02342	4528492.38901	5686561.08691	3142387.18929	297290.51989	480011.48411	719509.95475	151215.08645	1232376.74054	151056.29014	2515818.17911	62198.55669	115212.39359	1197988.81641	153651.44988	959825.93098	6995066.00143	575297.26461	4261617.16485	7142244.81437	73217.06047	1471928.75782	27501.45834	2404210.07128	4000545.41863	1546747.29129	2227716.41276	808043.02057	647459.7445	626875.04976	766437.6067	136395.27177
369.1933__522.58	445921.85731	4107.77917	1642117.04661	157352.26247	1915766.24841	380141.41974	14346380.81012	7146122.87741	7564250.13219	6048399.99322	12599888.48547	464225.17147	0	41296629.8436	1858791.77222	1937778.21228	6466.22996	3101212.73914	2977923.54558	90086.12949	569615.32479	33373444.74549	546006.92382	5937497.22792	14357113.8781	680729.53223	223982.67738	1030927.56186	11579048.16676	589875.77629	90272.12359	260794.06951	0	195714.03163	55483.25859
369.2052__794.93	7773250.01412	70760720.12885	304943.64547	8196623.23883	5773254.53267	1792134.16046	9757597.34248	1726040.96535	201514.47412	946382.05821	960137.19608	195377.145	1099405.93912	1960090.54649	2623461.04978	536772.26699	2381501.55754	52243.01025	967162.81882	2094697.77535	393626.31972	1147157.54474	1970994.68339	1202825.87207	11036506.98223	45247389.91102	413357.22397	2588783.4862	663921.56076	1604557.36526	1489513.00917	6490688.84466	714632.93195	4720014.82958	1587848.19269
369.2403__921.05	1885672.24865	80304.44814	473939.54631	1435455.27849	77540.57801	2883661.82188	4010529.94016	557839.90769	742865.01104	130160.42047	4872549.02795	1117987.45491	44767.21467	598856.51554	539756.73101	27797.74155	487381.9954	109075.91605	2066476.05488	664614.34392	4361505.98499	1147754.75069	447045.54271	8878299.02435	9784091.83701	554529.97773	8850080.88842	193340.43521	692292.80226	1730723.9695	2188765.93809	205951.37285	992361.35888	424822.47501	3886874.66583
369.2436__746.31	3483692.17097	282134.12524	20310.27247	519896.98866	844311.37245	12407288.55001	249987.83616	55575.91338	692080.20873	2116491.78842	1023508.99326	544986.44985	110456.72288	5276104.58778	1189481.14034	54822.66235	295851.43013	581527.13822	179675.41816	681045.90515	757400.67556	1139206.05004	651092.4228	1161509.11767	532751.54453	1219328.3591	133828.59123	115104.03514	1059545.75182	239617.98282	17098.60506	145567.0585	670373.4976	205802.3358	1019625.82806
369.2436__683.64	3052078.50122	423721.93132	240403.0402	1965711.67497	0	607529.66668	0	356045.69535	1748606.37572	510873.74974	0	497391.05537	134035.75625	2157115.83087	241465.59065	758149.83308	0	451870.12965	19785.26694	139233.49871	18321.53262	46116.97795	0	2520840.10755	187743.70373	290375.31159	256876.89509	616101.53611	2127280.68397	128285.68483	1108517.72564	290977.48314	36199.49683	76544.62843	741104.33155
369.244__645.19	175864.38912	88082.10449	678773.6836	50986.16931	2349310.05263	240953.03773	174233.85551	995807.52755	118022.06806	511236.86364	3128913.04865	723029.61427	587724.92785	8524297.48677	915106.95177	10022937.86776	2305496.3105	649719.56635	94959.41262	6102718.3842	112912.8826	4724921.88327	52906.76873	623721.99878	9992829.39773	2262867.72266	421927.77318	439671.12501	1593846.84836	2039295.56808	339044.35758	581064.70213	645046.22145	87723.38364	3180475.43378
369.2842__760.66	106480041.74633	7093176.16653	1612250.32975	16399020.44566	38528365.75372	128333502.92436	8124057.57859	3067360.54977	3891773.0347	17110396.01977	8292474.18942	1471320.67056	1890618.26559	27752939.46875	30626992.86893	9889441.48421	3619641.89656	57750707.87247	13674466.40407	14021206.30797	220152.98465	7883600.91327	5338788.41424	1363468.84623	1414369.26295	11564817.98201	1111065.19869	610525.28816	1512827.53916	1482562.4339	3197054.54845	25182161.91822	2229449.93259	5503920.02859	813332.84005
369.3012__841.71	851203.04575	43736.78402	447951.5893	709416.88498	171302.30518	842009.97192	12648.14513	162355.13596	1517910.87168	8090645.22681	5753331.60537	408608.23438	360805.39643	1478357.38947	487507.13708	166205.98037	1019343.50034	188636.5354	709471.56798	825279.77839	133158.02766	4278673.57454	147280.03359	1137816.47082	178483.36932	1107979.73101	710559.18267	541718.00178	492197.71105	469177.67107	247278.59641	387446.87579	699738.53025	110646.37916	338775.66264
369.3014__976.32	808278.21654	169700.18372	149914.76144	94259.18724	161301.58523	0	134957.51983	210090.23357	139508.57185	0	43380.98598	587137.36017	9105.62907	336436.99507	0	18151.10037	27396.99384	60964.50926	320744.05429	29926.80813	223407.74703	131724.18908	722870.10463	89405.29006	109356.80263	293952.03256	286169.5784	1035965.02857	592226.67215	1034956.01191	168455.10809	125515.82291	978234.78707	19582.08009	507224.0311
369.3016__882.27	8198201.52554	1059607.89356	1536685.08712	2400871.23419	2986750.57567	17210598.38305	170869.47496	1475816.29735	3200220.97963	20473489.60281	44245291.6651	8246407.3149	422271.27441	35543413.94725	4709538.55775	1545668.72804	1368434.99551	5427752.29448	14192086.27757	7442384.11351	0	24398619.59645	1603939.00992	3586303.14547	2565698.9683	6175635.45677	3388893.09025	361718.30537	13058601.27952	2937640.39747	193468.32704	3002379.55727	13807968.5631	2267468.56811	34204769.35056
369.3649__1125.54	11737.3415	11497.05886	207007.08539	30697.57546	539.91132	43718.27354	156178.70462	41966.09617	4794.16089	238.90601	20068.89757	163845.79302	61610.97592	35319.85327	0	1187.01291	73102.35125	9078.78901	37636.41482	5327.98439	191800.9437	758.05242	43915.00038	82068.17274	47308.7228	608.46463	9782.17648	24420.13911	18843.57706	6347.31346	46945.33557	19333.81973	61883.73335	278424.6636	15762.05758
370.0892__329.42	0	46201.50631	154930.39775	0	75354.44668	44509.80631	0	298607.40534	1007570.25497	73416.83187	215855.94044	311836.51605	298946.25792	800423.52333	134218.48355	0	96068.36606	397025.31306	172216.1272	234076.79228	0	285146.82002	0	68492.59206	52093.66131	0	90887.3952	189153.29907	65280.69558	62395.62909	579232.99568	194445.43838	248615.69111	24399.02369	1131251.14483
370.1076__42.97	3569997.71998	940487.53667	123817.97701	1531305.07953	278541.45346	2015630.42285	855920.27585	978425.74974	4527680.41843	4433295.29116	920620.82281	327008.91148	617268.0058	126448.4555	13931020.79196	326287.94457	852011.31564	856295.79205	88950.16991	943110.86836	126091.64197	1024815.16729	576100.81659	1856544.04445	9274619.80825	962959.94661	308263.14533	692787.9427	706875.78937	913953.90966	100175.96203	138203.93981	2064281.24478	554741.41687	74211.86505
370.1299__149.39	189123.70194	886466.04914	836940.38729	49959.70161	674123.41224	850167.45406	11000488.59567	1439993.95024	226272.50626	803294.86321	922652.63612	417598.41363	993103.37151	937561.09551	372671.38702	95834.28632	506879.35142	263467.49247	98180.10844	943034.46347	3481.12399	39044.52468	1544126.61768	1085717.06661	26049344.59755	122473.18103	296194.24197	367366.20273	581816.53325	674922.46374	32433.0192	1511161.87747	106607.16348	62307.67673	110488.52948
370.1419__92.07	267534.51109	286963.18953	205092.03538	417422.32802	37423873.92343	1160019.47764	554450.81701	49166.31659	2509673.74843	128885.19565	0	342577.24746	307548.73793	2231475.60018	2189251.02647	2096179.33523	149230.55562	990112.44205	425112.02411	4996.52855	0	0	50242.00765	0	3667479.99874	142197.26932	155368.99873	10136.77272	8386.52977	100543.51736	116471.63491	554236.38777	2142978.04849	503754.11639	705447.93821
370.1766__383.24	11208684.62424	33092579.78257	1759840.76377	1474871.57758	95796.28742	32580022.90575	239326.11523	4717804.49802	7543374.21963	272653.51264	23445851.44648	9068686.68812	4026586.20043	46224618.06428	7540825.89754	4711833.25034	8474002.81548	839473.27837	18766152.43405	21522039.47863	540505.30293	22850444.63847	33796920.84616	133456854.09048	2286798.79877	33807714.71706	198898.75915	42806.03321	125479.84731	21656841.03644	14601807.4176	8358404.39537	162996.806	76145.40743	319286.59252
370.1773__452.2	4909270.8425	10147897.58135	103408.67984	1354766.41786	6857023.77902	10033830.34533	101872.506	639835.50962	744467.53455	689950.48256	2331181.01638	2088496.46977	121126.64887	5819044.45805	5153968.79374	199556.44986	5322930.26449	11216209.51088	2000441.97132	2389323.58065	189723.55667	1065479.17388	4267009.7946	9597992.79159	2616216.83175	3201393.95452	15767.16919	87219.04273	0	6156085.19383	739858.65715	353824.68078	48416.73145	1684371.28922	2482626.73178
370.2134__794.84	1712731.96263	20306583.33673	49412.42548	1774711.66367	1247574.42872	343551.72007	2118977.24393	388165.79084	1159520.22972	162563.91304	152654.89643	766991.17784	193014.08598	408080.29584	484095.03133	595416.86504	486694.13601	464046.87837	190553.61294	451854.84336	68891.65779	189389.92699	444919.84414	200591.21557	2353550.31348	9777698.84364	69501.6448	577775.40832	97336.9646	327377.07654	299058.97027	1409215.00583	208312.55903	1002178.83077	234590.262
370.2475__643.2	95923.33022	682681.02741	25541.59521	173810.01375	488260.40072	4540700.57485	104913.40223	140910.02238	2171879.48064	813820.94339	1173842.9195	427582.22228	125701.9893	611911.62662	184962.83564	1553578.02928	470416.61339	22174.94563	495447.20642	1327179.77188	0	962243.67744	108472.56302	4284388.12092	2454974.80895	405722.93887	126449.18273	506971.95388	114626.94435	855894.24755	647176.35891	528119.85523	1136792.02883	76229.17764	353789.10549
370.2577__922.85	497601.4321	10868432.58586	58758.89779	341058.88259	5494.41833	603722.76596	673645.0732	166040.29431	0	534660.15243	1088659.66563	235386.3104	2401.38169	3105040.92615	0	70250.21952	123040.57008	1364.37161	305240.51412	105193.30868	143432.58603	1588531.27008	116338.02136	97548.26315	4241111.77866	449107.95715	2227.90243	256940.03075	20460423.56217	461233.66238	975089.92788	30408.79825	150643.45748	98341.91822	32092084.29415
370.2867__760.48	13128372.10419	844924.0985	189918.76099	1925295.94064	4801322.72889	16013451.53031	968125.56975	367868.33566	409466.52059	2020139.28549	896114.60533	92925.01625	217048.87353	3332247.40133	3841056.4289	1160852.70152	381207.87637	7273904.48508	1658948.64227	1732782.87506	7787.49637	864643.23756	666059.24056	15503.7423	154965.58307	1383169.0948	106888.57101	12101.80869	123783.3634	151067.39929	387280.2759	3240887.20287	230874.21737	660952.95696	62433.58078
370.296__691.95	2930752.07026	3347950.03724	34597.89156	2723532.10764	913977.72118	15508131.84899	0	575998.23591	261808.36111	18375076.33647	1147962.79331	1647031.89667	551232.27217	7845925.20895	2311114.72127	161582.52933	1583072.68102	1074300.61089	3524782.63487	2023345.64819	3918.29939	5097411.24757	2428530.58698	3968465.156	278001.11321	2834624.60732	313489.06146	256518.41439	1096070.65489	1860851.1499	80841.31915	1687279.85124	388618.26338	0	3574971.40018
370.2965__816.03	95415308.82196	13155998.30898	2111153.42549	24541896.0355	35503032.3967	174681940.10663	6829995.58264	5886296.16123	5838253.62151	24524991.87028	7234053.05858	1715564.99849	4677029.65644	41613103.60473	23743549.47609	9133888.17774	6703364.07251	66220767.1162	13504543.8254	17500760.51323	443132.42016	7729120.04189	9492507.18348	2829908.30261	5606245.25262	16470351.51069	2022975.98538	1575598.33592	3637085.09679	2426996.31625	3966267.09369	44321617.21093	6607444.27055	4254136.13356	762416.80889
370.3052__882.09	895510.55139	72497.44015	146430.01276	242867.26889	274255.82831	1974719.59146	0	96118.78905	372862.60679	2715336.52801	6652128.99327	827907.96115	1562547.56374	4034263.17561	520339.27362	140533.94211	92813.66968	548940.07996	1458267.16154	965376.51518	0	3028697.6385	157659.18073	306988.80156	239768.76252	695291.58103	363051.80306	66302.23539	1479108.30461	261955.91687	1111116.46109	234753.35127	1369751.27875	221256.07435	4098417.768
370.8696__37.08	801949.19602	337225.35761	421208.42593	852051.94033	68758.93512	83985.26206	77481.89786	742910.44849	532261.59297	1022187.77529	44009.90553	3271888.49343	752305.8478	49991.31065	804691.91187	1910234.89771	111223.78115	732190.56622	163651.24261	271588.7179	459155.54886	44430.56244	164168.44248	263154.93588	63597.99909	556991.42582	786318.01182	130926.73335	191250.49852	431953.36137	568013.14605	627411.67829	106644.16543	178503.84967	94671.43922
371.0921__155	2535160.5058	461562.5347	1993181.08089	3365839.11256	222767.00119	356445.92053	2255516.49991	3363401.38651	1302386.01131	1728069.22504	13808747.20609	1864000.78557	1822380.02038	885438.16778	968007.23866	9300798.89021	2782412.46435	3191379.98317	402880.60539	48778.49591	0	8790244.67178	3164834.60016	6542575.72582	26017.59549	7668098.76316	658319.88234	6015014.10741	9089154.34091	1138700.47724	32943.30592	3809505.61905	204297.90996	0	702614.61127
371.1031__200.01	79024.06986	1476347.23722	33785.33655	51188.28009	55058.20411	0	377152.57375	0	2828878.63271	6150960.77255	139348.30143	0	147164.5929	0	206974.01205	346870.16418	331781.23251	0	315098.8699	418222.57682	0	814417.31021	371741.09023	18595399.07832	2219767.60468	6802416.49909	29449.77659	134109.24888	477347.07741	584702.81575	304450.3406	615451.22032	219881.51621	28529.33446	1298157.60622
371.1203__44.84	575216.8454	729270.41203	803596.07474	652706.67776	1098859.32034	1403163.9189	1361623.27414	550683.39412	1104690.11967	5412546.27241	1434426.58109	1791088.07243	2428047.43188	1121566.64885	2416128.43942	1443017.75755	1220040.16838	1504446.05656	454119.56239	320351.03013	633724.59585	1204587.65948	421705.57862	304132.06823	2759774.69695	1242812.91689	373358.05141	1671269.55987	632693.66706	427848.15114	547989.58819	1222543.36617	645291.39904	7758924.68546	654777.70065
371.1233__275.46	450515.97965	107273.03453	50084.7801	218761.2911	160444.00928	59794.91032	55977.11958	23871.44075	467508.06785	608464.04925	9770.59367	194386.76626	150151.89984	437068.51536	340668.98347	544182.39628	266079.96757	223900.44898	42456.18084	124731.18273	12063.02272	128389.08824	133112.38523	506689.87159	82158.52644	818874.16857	137600.09475	35720.92859	210951.58967	189795.88644	162169.23242	54651.44854	86353.86482	0	0
371.152__337.13	59407.7041	2710754.15166	340832.27691	130503.81414	2009284.42034	2312509.78133	464074.08669	32831.08496	1126881.91168	330919.01844	88320.31969	110298.03692	32845.17583	189805.15034	92024.07022	209127.04003	138583.6468	45911.29148	256529.46144	825705.12416	1242.20781	2031607.30171	72596.86792	222707.25987	761500.08042	391725.8099	66598.01581	207289.57501	206934.01078	79359.76851	112960.48478	225849.41161	274260.99501	19655.50492	122813.79474
371.1889__385.57	1893580.9416	5883715.84548	9700414.84986	4828938.88959	699177.51618	5560772.65156	379107.00897	833927.3351	1296431.1458	1242571.03662	1930598.69252	3658054.91008	718213.0269	8068938.9249	698877.35757	881760.91363	1623277.39435	2059826.77032	3063305.24983	3809223.90532	1894161.07816	2519852.21744	5876476.00504	22784997.32407	106900.56724	20663085.99293	10280146.72534	1773810.87814	4009297.36154	3753484.2452	1965534.71154	1479584.86294	8487518.24604	243803.41842	9981916.11151
371.1892__481.2	4612889.53565	11668958.76711	13085470.89498	3193228.08092	257025.97046	27036936.32706	970395.47204	695053.64426	95825.99966	36390412.756	20824085.14319	3903648.86351	121672.4888	5841860.95901	2420752.47293	1246206.11792	12743014.32416	12863468.87725	2319699.60316	5122917.13702	313168.83972	12638947.13775	10197676.4155	6689548.84999	810586.43749	29174464.02217	6886788.65594	3037261.86448	131281.37436	8046750.08401	822903.76757	1724775.07143	1115492.91085	1444237.74333	2044421.2598
371.1901__427.47	6650966.52615	11846111.88045	11886607.35653	10133116.9829	31339525.54474	32327404.7577	3907.51934	1672395.10271	7083825.95403	8676348.79203	2257810.74802	8289223.90137	12286050.80069	41337821.30045	60343673.95358	3610472.16855	1010079.13148	17059565.82427	461352.42252	3092977.85597	209342.94779	4811963.34174	5734229.84469	54758900.88242	876420.09684	71284693.90938	724223.60087	764385.11886	6851564.23875	5080608.75821	2105998.79568	1919737.85853	28146.5039	0	500778.44479
371.2098__599.84	417199.84316	797306.91585	228983.57139	1422635.24297	498080.03693	852682.20071	56441.89192	457504.47521	112469.94558	386061.822	535232.18846	2416176.35335	322724.55262	107019.56025	846508.52797	1029773.11744	877712.7049	543310.16	1972148.06079	204530.96107	0	2239221.87726	1744975.36215	2908957.54269	210811.8145	716427.12476	190762.00852	284080.04652	608866.43593	162034.74674	40628.58823	1121467.8824	538241.9762	0	94670.48114
371.2205__836.3	15763898.49126	29420134.46835	5470240.02291	39450573.3652	31987029.47438	16311178.15627	11722422.04817	50034337.27621	8018410.46953	10192943.86795	11329427.03881	34261857.16721	21790279.79694	19450267.2174	31342184.02906	14014292.01577	28764215.6534	29833298.97153	20766133.84117	13392071.25477	18743303.04589	12475208.27814	25110712.34959	17170483.6972	37167515.5179	19016290.72401	6216734.4605	16770737.37573	4958157.8208	22148311.81721	21211790.587	51894754.95218	14114908.05357	40997526.24037	4237764.79079
371.2303__89.52	4191163.95412	5103019.78771	4952515.90534	10003856.09212	5339859.42533	9645140.53918	14023567.23723	9908611.45503	1897716.50354	2860658.49734	30911681.7169	23640034.11885	3946428.94679	9924300.34305	3822027.87228	2268429.38358	2164064.48654	9895571.04643	3707274.544	20515885.82762	4629475.64891	17896163.36162	3932040.41191	3899642.79806	399600.91544	2668420.16281	8447812.24951	8411395.67631	12063973.48101	3267397.41002	11931083.90414	12213639.76553	2120160.73185	2885283.97232	234048.49574
371.2443__660.81	129716.70487	1644243.96612	66369.07495	3257426.45223	6464984.57316	961843.17507	993585.15007	6432995.75295	512055.90221	463715.34938	127350.42079	40119.39838	102840.25309	106489.41895	3436074.48913	99220.0877	212671.69277	152395.61041	174111.38412	57370.33781	396254.53757	139922.65489	303948.0982	159811.06964	670130.12691	190304.09982	3777252.17859	3939275.51364	162431.17109	129115.96716	183040.78571	97046.8859	67801.18879	1601510.536	39647.91596
371.2585__738.39	4383659.16282	337982.8217	96007.93136	1763862.71321	0	492004.88677	110319.70869	287199.12226	1666773.12218	479379.71058	5235455.15174	1076160.51476	409457.71627	10114004.89302	87664.09736	83235.16305	58635.53983	618810.65194	1876442.68023	276122.9156	465749.63286	2156199.70472	482058.81426	5685628.84943	216091.92703	75880.23076	149263.79833	533725.29652	499948.9245	312842.65649	527377.47424	82285.57359	99857.6214	0	1487444.25718
371.2586__774.75	554915.29117	3647240.38388	1133290.43995	1697173.78213	86544.41593	3631988.57111	195389.73907	9919853.43506	14768675.91433	838223.24244	4857077.9928	4769309.76937	1312788.27758	6351918.50959	38573.75123	18536465.74209	524888.55227	66608.08892	9494052.02185	2865973.49275	9396761.96247	10194653.13434	1222904.3571	11278203.71372	119325.00793	4156343.01987	2787348.69398	1287536.69339	4072592.78198	9542453.01633	692247.95611	1487790.02932	13192083.24943	99908.67904	18093017.66334
371.2719__953.23	1885870.66544	290897.3301	449655.56737	796129.10982	91390.16937	608146.10502	1638448.39439	503768.34543	1400988.92969	363661.30443	1598379.9135	1039266.80966	27846.86394	2854389.91644	16341.10482	175213.99897	548427.38905	69965.79543	4057107.93515	126784.09426	297591.83819	354563.6691	292687.46489	662399.61405	1000829.48552	2600096.67384	320957.84219	372743.75084	1214945.91574	1647182.73736	42315.61301	91412.26606	1100063.78887	743026.77898	663511.86775
371.2796__918.3	450038.6627	2354113.39022	424125.90596	4574604.21938	389811.34079	470435.08008	171645.77627	144628.46627	74771.23136	0	1389481.87155	211912.45979	0	4328329.96946	185424.13972	632015.71159	87996.1218	231529.31864	353328.496	89295.15392	5106.6811	209965.66865	62597.0945	2835088.53398	0	929475.42305	92266.35594	66237.59691	1901484.38427	319110.59146	538161.56369	3735469.60635	163790.55806	103454.28952	69352.74679
371.2917__536.03	611513.56707	414642.43082	3671970.73932	243086.1011	60264.29745	88615.13603	149327.60054	1331101.88011	242213.88807	2172640.14887	1009553.15337	746797.57752	476951.51051	109061.73104	1211820.65246	961332.14084	1032676.6327	404170.44371	780586.65716	1746363.65979	1677.76801	1196442.44195	1004121.39865	1123893.8276	200673.73084	4505567.87497	341948.75805	317397.18305	818765.95787	358136.98104	441638.8355	958940.15886	848907.11757	0	493983.99763
371.292__770.36	1305890.35722	313095.52605	286496.43657	867841.58879	388937.3059	1415250.66644	367279.28164	300941.46552	711571.75311	5461281.79668	1568231.04471	631687.22271	357992.15075	206602.55328	191434.63487	454244.58174	189944.79855	303226.69743	508402.00612	784651.37291	637008.90585	3309503.79445	437750.79748	1404946.68446	23676.87957	1542999.01867	337164.24436	1106709.23685	6342015.62164	325074.9144	178369.54836	303973.44259	1500555.60466	115954.12279	293625.61968
371.2998__816.01	21120802.68225	2897028.43982	492019.37478	5176829.45752	7905922.77648	39957212.00915	1562171.69455	1270056.5548	1098477.21888	5214779.72602	1550930.71597	81503.63381	951724.69285	8753924.41725	5210931.49189	2031511.50488	1456469.62396	14585563.33144	2913062.38004	3775230.85873	90361.0207	1562457.01869	2073051.18955	587690.4204	1228305.26436	3629572.61437	264075.70402	284216.10618	619108.29467	452101.81106	829631.09429	9677746.18036	1426580.39475	908651.89543	111175.69124
372.1027__135.4	1391219.17775	74056.17277	360911.09896	629430.44153	183276.72514	510918.79734	251288.57521	36038.30711	0	182273.83739	2732316.39668	90448.55292	273854.49829	617765.64519	115481.94811	58590.81257	69025.44263	62090.01355	620973.44064	675414.20911	0	1272255.74938	2293842.35988	183621.90966	213883.89674	4312581.53507	29018.14962	1208147.89712	667710.31242	368359.95641	467631.18603	531658.06457	53549.55224	302957.33771	129574.98423
372.1571__216.09	389910.108	132829.68742	224196.9951	3862.85252	1184707.72526	1615956.72518	6393251.97767	518716.78786	503256.20749	627653.10254	1599452.70411	503063.73072	36939.41168	1426310.98116	315335.57574	159196.26465	119329.94878	198913.14655	194709.12391	136489.95327	821998.67148	2296711.70606	75759.69886	4702406.49478	104221.41812	760887.14377	1844.29006	56425.85467	0	40870.85092	40735.79433	70841.09432	922784.66488	24352.92694	44470.21706
372.175__386.07	331291.71372	1071607.47989	2036603.4811	1220425.29154	150526.23281	5001538.15724	658100.49758	155187.4621	1843379.05625	1471916.7683	757620.46989	302361.84956	105305.58686	1684942.7843	332245.29194	110331.99057	247868.9102	1421842.8247	656002.4494	716869.79194	18928.6187	513515.13519	1200281.41239	1760765.53655	2785907.7388	991452.01327	256888.63758	313199.52244	786544.8925	654919.80908	527507.28658	904211.3104	1475344.40814	162066.54555	2656184.32709
372.1815__344.7	198476.93785	480142.09473	247429.76322	918255.13123	215917.09607	192826.39846	77055.25703	63441.13336	773691.51819	1422098.95646	2973763.78799	95454.03678	1346462.87725	0	131590.66091	51413.49711	1400547.41285	0	358857.23836	5066992.57274	42698.3799	172532.3796	794837.57387	154714.6568	690004.33778	953876.93403	123501.68974	0	716284.25603	105089.03106	161160.43273	198411.12259	245447.48795	129944.51184	1348604.20771
372.1898__38.88	740214.3087	0	1447865.43406	1320972.23387	266707.22955	455366.59355	1569393.69577	1131975.77551	0	422220.78383	2010965.69442	928653.27391	469244.04822	1347661.89938	126996.60959	280887.08389	46597.36495	1136180.64589	348731.88812	305931.10507	1915587.02203	147299.41768	241301.98405	293396.73507	0	947120.60595	330482.27893	240126.77104	86207.21226	77040.07679	922576.78634	31194.99755	273730.25062	34889.45518	490178.03415
372.1927__432.62	1240127.32126	666214.83787	2426459.41401	1947631.06965	1451833.06963	2520759.51335	160719.48931	1310098.15721	1902773.0777	335348.10969	5273994.46699	1703507.36153	395748.16653	5770150.55474	1825713.83046	28604.22528	719453.23464	474910.5567	11331.89648	148284.01475	187389.99613	372482.99413	2015977.5164	9584480.77681	4510452.8093	9677117.38864	56126.74254	35402.93214	1145153.916	410973.17648	46336.26809	70439.9392	74326.89377	273797.17769	517634.58042
372.1934__485.92	676128.76743	2187723.48011	2516149.77497	548259.42232	1088385.11534	5326614.94865	80255.10355	73177.29589	1069539.5879	682381.5173	4470238.80262	727689.14005	133754.38325	658990.72332	399557.09296	137657.10668	2471846.57402	2637614.86019	115684.26863	711145.836	2191.51978	2535112.50666	1952467.40955	2186194.90353	2488975.35995	5874265.2465	1317504.36564	68137.74144	5473.4917	485301.27463	111879.66199	553113.56971	300807.12212	247415.7089	1077636.91886
372.2025__99.65	4012472.50725	6213572.29378	15113900.51793	2374448.89728	23449179.89277	46429552.04107	40993557.0007	5800211.31949	2480130.5443	5893229.96635	34658954.87289	14079730.5604	4958675.06883	20046656.87722	4017954.09887	3015710.2387	6786630.26639	12205589.14729	6934564.33313	8674622.65133	20485114.35804	34472316.22416	972014.62779	5098641.7625	1999549.93444	1710307.19926	10938614.06777	7124836.63196	13141565.98204	4418416.3171	3171199.60816	3790768.69543	1128503.98151	2305292.44363	735216.30484
372.224__835.51	5834724.9019	6216854.54409	1160550.22491	8303715.38453	7174750.76661	3705968.05683	3016584.42586	10786911.14593	1751884.87967	2189397.29673	2641561.32125	7447870.04468	4747831.05966	4019508.32762	6939315.26233	1723671.51363	6292214.87582	6536953.64735	4722682.87903	3075064.24152	4111337.71874	2702147.09024	5462604.23758	3925575.06016	8211265.55836	4328349.47207	1349532.34372	3690523.23926	1057862.76967	4858512.34594	4520099.72263	11280984.85892	1879536.36739	9257542.25977	905171.59561
372.2586__661.74	1251599.30299	21929.70002	150959.11447	625060.38502	1163056.6672	71545.75153	190234.87316	1385120.73818	65987.67477	643998.73919	187791.7761	863356.73216	155326.37888	167305.66394	660644.54127	698782.22501	620046.73573	232618.80715	268079.49236	1746970.13862	57519.11273	498416.99286	31002.52121	523847.41815	108004.1135	614466.3733	741135.29078	880261.6379	761190.96759	686435.68943	290471.60261	198619.18914	58653.40935	305910.85452	247292.20551
372.2632__603.06	1894548.59014	514440.11129	50272.88868	202543.64152	121478.9846	251581.09129	161511.01197	58768.87695	1358516.25459	360204.24192	429628.1907	771190.97521	805104.60237	770316.30523	311764.94344	1964019.46955	39031.56397	285721.02158	598956.69272	790506.06329	0	2113038.35976	149731.50116	331356.96269	161532.77352	1663589.77956	738195.64865	268331.20804	294646.2535	76507.68365	433620.39195	169198.52158	59011.28857	891428.39914	66573.78869
372.2693__771.95	3765987.97074	903258.74465	254482.30868	202064.97185	28964.68362	805628.05668	58458.07738	584625.67853	3460137.82809	758951.60817	4373570.15347	1176880.07578	312883.20729	1505416.72823	524243.50578	4614498.27386	49984.89179	75676.56231	2360019.82954	674374.58631	2039504.46789	2562473.76351	236598.87477	2868451.53352	175790.44047	812971.07443	455389.08927	329107.4825	964120.46439	717338.2546	170344.16429	353131.36036	255664.11733	68960.88097	4250399.00982
372.2749__725.24	775692.44226	394348.1833	455736.55558	1152386.95195	692415.95276	2767380.33291	0	1419595.14894	256924.2926	300454.08952	5666590.60826	417190.46048	262965.17688	442207.99162	970731.50475	215154.83502	34336.36486	664758.11176	1033992.13862	6957796.31346	116300.952	3739682.40778	318002.91976	477848.93399	69887.0369	1092290.14899	83382.90444	217170.09054	1467433.61963	3239445.85668	1037985.01291	1757183.34405	900604.46826	0	0
372.2911__922.29	1859185.14088	1065184.0896	1935249.96442	49105.38345	2487.57465	77829.44363	0	4769277.67809	549325.0009	1594631.78777	257693.39078	7579687.42201	910104.351	876777.28794	0	1334198.77215	192354.59973	4250332.91968	12037542.30766	5172165.25818	167873.78543	5244854.40915	344540.52345	11328889.90519	0	669139.18705	1723030.81191	4187473.03724	30951108.63018	56116.57748	7861689.47797	39324541.11373	91273252.83001	0	7109360.91219
372.3122__692.85	4183825.39248	474790.39046	491594.1889	440271.25078	599372.99432	7986758.48716	444341.36577	1611564.43281	13021182.43676	8953319.87227	181291.39007	2585345.89838	1302991.21897	2830334.02533	1364824.60464	5342339.59708	2182016.71004	2546232.50963	3260614.03279	3545785.55365	75906.28864	4466757.03742	1196844.12103	1086583.41324	150087.66298	2658045.48824	2310073.7194	794605.71328	2010484.00731	1172030.68751	273007.62199	761382.87541	3321043.63495	242381.96612	1296804.49522
